קוד זיהוי,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
1320,1319,304,נגב,מצודת לענה,113200,13300,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,23X12 מ',,,"כרך 3, עמ' 1038-1063"
1321,1320,305,נגב,מצודת נחל אלה,120800,8170,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,קוטר 30 מ',,,"כרך 3, עמ' 1038-1063"
1322,1321,306,נגב,מצודת נחל חורשה,104800,14200,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,קוטר 34 מ',,,"כרך 3, עמ' 1038-1063"
1323,1322,307,נגב,מצודת נחל יתר,120800,11300,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,קוטר 30 מ',,,"כרך 3, עמ' 1038-1063"
1324,1323,307,נגב,מצודת נחל יתר,120800,11300,נגב,הר הנגב,ר' כהן,ר' כהן,הלניסטית,,הלניסטית,,ארכיטקטורה,ח'ירבה,,,,,"כרך 3, עמ' 1038-1063"
1325,1324,308,נגב,מצודת נחל סרפד,109200,9200,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,קוטר 30 מ',,,"כרך 3, עמ' 1038-1063"
1326,1325,309,נגב,מצודת נחל עקרב,115000,7600,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,קוטר 40 מ',,,"כרך 3, עמ' 1038-1063"
1327,1326,310,נגב,מצד נחל צנע,126200,17100,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,17X15 מ',,,"כרך 3, עמ' 1038-1063"
1328,1327,311,נגב,חורבת רחבה,152600,50900,נגב,הר הנגב,ר' כהן,ר' כהן,ברזל 2,,ברזל 2,"מאה 10 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,60-75 מ' קוטר,,,"כרך 3, עמ' 1038-1063"
1329,1328,311,נגב,חורבת רחבה,152600,50900,נגב,הר הנגב,ר' כהן,ר' כהן,רומית,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',רומית,,ארכיטקטורה,ח'ירבה,,,,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',"כרך 3, עמ' 1038-1063"
1330,1329,311,נגב,חורבת רחבה,152600,50900,נגב,הר הנגב,ר' כהן,ר' כהן,ביזנטית,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',ביזנטית,,ארכיטקטורה,ח'ירבה,,,,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',"כרך 3, עמ' 1038-1063"
1331,1330,312,נגב,מצד באר מנוחה,162700,968600,נגב,הר הנגב,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,,12X18.5 מ',,,"כרך 3, עמ' 1038-1063"
1332,1331,312,נגב,מצד באר מנוחה,162700,968600,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,9.5X9.5 מ',,,"כרך 3, עמ' 1038-1063"
1333,1332,313,נגב,חורבת דפית,150000,900100,נגב,ערבה,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,,23.7X18.2,,,"כרך 3, עמ' 1038-1063"
1334,1333,313,נגב,חורבת דפית,150000,900100,נגב,ערבה,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,,,,,"כרך 3, עמ' 1038-1063"
1335,1334,314,נגב,חורבת חצצה,134000,34000,נגב,הר הנגב,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,פונדק,51X22 מ',,,"כרך 3, עמ' 1038-1063"
1336,1335,314,נגב,חורבת חצצה,134000,34000,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-4 לסה""נ",ארכיטקטורה,ח'ירבה,פונדק,,,,"כרך 3, עמ' 1038-1063"
1337,1336,315,נגב,מצד ירוחם,140800,43800,נגב,הר הנגב,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,,כ-100 ד',,,"כרך 3, עמ' 1038-1063"
1338,1337,315,נגב,מצד ירוחם,140800,43800,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-4 לסה""נ",ארכיטקטורה,ח'ירבה,פונדק,כ-100 ד',,,"כרך 3, עמ' 1038-1063"
1339,1338,315,נגב,מצד ירוחם,140800,43800,נגב,הר הנגב,ר' כהן,ר' כהן,ביזנטית,,ביזנטית,"מאות 5-6 לסה""נ",ארכיטקטורה,ח'ירבה,פונדק,כ-100 ד',,,"כרך 3, עמ' 1038-1063"
1340,1339,316,נגב,מואה,162400,994700,נגב,ערבה,ר' כהן,ר' כהן,הלניסטית,,הלניסטית קדומה,"מאות 3-2 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1341,1340,316,נגב,מואה,162400,994700,נגב,ערבה,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1342,1341,316,נגב,מואה,162400,994700,נגב,ערבה,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1343,1342,317,נגב,מצד מעלה מחמל,143100,911100,נגב,הר הנגב,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,7X6.5 מ',,,"כרך 3, עמ' 1038-1063"
1344,1343,317,נגב,מצד מעלה מחמל,143100,911100,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,7X6.5 מ',,,"כרך 3, עמ' 1038-1063"
1345,1344,318,נגב,מצד נקרות,150000,998500,נגב,הר הנגב,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,,,,,"כרך 3, עמ' 1038-1063"
1346,1345,318,נגב,מצד נקרות,150000,998500,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1347,1346,319,נגב,מצד סיף,166200,29700,נגב,הר הנגב,,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,7.1X7.1 מ',,,"כרך 3, עמ' 1038-1063"
1348,1347,320,נגב,מגדל עין עבדת,127100,26000,נגב,הר הנגב,ר' כהן,ר' כהן,ביזנטית,,ביזנטית,,ארכיטקטורה,ח'ירבה,,4.8X4.5 מ',,מגדל שמירה,"כרך 3, עמ' 1038-1063"
1349,1348,321,נגב,מצד עין רחל,166300,4600,נגב,הר הנגב,ד' נחליאלי,ר' כהן,רומית קדומה,,רומית קדומה,"שלהי מאה 1 לפנה""ס עד שלהי המאה ה-1 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,16X16 מ',,,"כרך 3, עמ' 1038-1063"
1350,1349,322,נגב,חורבת צפיר,161200,35800,נגב,הר הנגב,,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,20X20 מ',,,"כרך 3, עמ' 1038-1063"
1351,1350,323,נגב,מצד צפיר,160300,36800,נגב,הר הנגב,,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-4 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1352,1351,324,נגב,רוגם צפיר,162200,34400,נגב,הר הנגב,,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאה 3-4 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1353,1352,325,נגב,חורבת קצרה,158500,996600,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1038-1063"
1354,1353,326,נגב,מצד שער רמון,143900,1600,נגב,הר הנגב,ר' כהן,ר' כהן,רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,42X42 מ',,,"כרך 3, עמ' 1038-1063"
1355,1354,326,נגב,מצד שער רמון,143900,1600,נגב,הר הנגב,ר' כהן,ר' כהן,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה,ח'ירבה,מצודה,42X42 מ',,,"כרך 3, עמ' 1038-1063"
1356,1355,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,כלקוליתית,,כלקוליתית,,קרמיקה בלבד,תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1357,1356,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,"ב""ק 2-3",,"ב""ק 2-3",,ארכיטקטורה,תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1358,1357,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,"ב""ת 2",,"ב""ת 2ב'-ג'",1750-1550,ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1359,1358,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,"ב""מ",,"ב""מ 1",,ארכיטקטורה,תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1360,1359,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,"ב""מ",,"ב""מ 2",,קרמיקה בלבד,תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1361,1360,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,ברזל 2,,ברזל 2ב',"מאה 9 לפנה""ס",ארכיטקטורה,תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1362,1361,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,ברזל 2,,ברזל 2ג',"מחצית ראשונה של המאה ה-7 לפנה""ס",ארכיטקטורה,מרגלות תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1363,1362,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,הלניסטית,,הלניסטית,,קרמיקה בלבד,תל,,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1364,1363,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,רומית,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',רומית,,ארכיטקטורה,תל,,כ-40 ד',,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',"כרך 3, עמ' 1064-1066"
1365,1364,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,ביזנטית,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',ביזנטית,,ארכיטקטורה,תל,,כ-40 ד',,הוגדר כרומית- ביזנטית אך נראה שיש את שתי התק',"כרך 3, עמ' 1064-1066"
1366,1365,327,"נגילה, תל",,127000,101000,מ. החוף,מ. החוף הדרומי,ר' עמירן,ר' עמירן,ימי הביניים,,ערבית מאוחרת,ממלוכית,ארכיטקטורה,תל,פונדק,כ-40 ד',,,"כרך 3, עמ' 1064-1066"
1367,1366,328,"נהרון, תל",,196800,212700,בקעת הירדן,עמק בית שאן,פ' ויטו,פ' ויטו,רומית מאוחרת,,רומית מאוחרת,"מאה 2 לפנה""ס",ארכיטקטורה,ח'ירבה,,,,"כביש, ראשי פסלים","כרך 3, עמ' 1066-1067"
1368,1367,328,"נהרון, תל",,196800,212700,בקעת הירדן,עמק בית שאן,פ' ויטו,פ' ויטו,ביזנטית,,ביזנטית,"מאות 5-7 לסה""נ",ארכיטקטורה,ח'ירבה,עירוני,,,,"כרך 3, עמ' 1066-1067"
1369,1368,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,א' יוגב,"ד' בר""ג","ב""ת 2",,"ב""ת 2א'","מאה 19 לפנה""ס",ארכיטקטורה,תל,,כ-30 ד',,,"כרך 3, עמ' 1067-1073"
1370,1369,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,א' יוגב,"ד' בר""ג","ב""ת 2",,"ב""ת 2ב'",,ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-30 ד',,,"כרך 3, עמ' 1067-1073"
1371,1370,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,א' יוגב,"ד' בר""ג","ב""מ",,"ב""מ 3","אמצע המאה ה-12 לפנה""ס",ארכיטקטורה,תל,,כ-30 ד',,,"כרך 3, עמ' 1067-1073"
1372,1371,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,א' יוגב,"ד' בר""ג",פרסית,,פרסית,"שלהי המאה ה-5 עד המאה ה-4 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,1/4 ד',,,"כרך 3, עמ' 1067-1073"
1373,1372,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,א' יוגב,"ד' בר""ג",הלניסטית,,הלניסטית קדומה,"מאות 4-3 לפנה""ס",ארכיטקטורה,תל,,1/4 ד',,,"כרך 3, עמ' 1067-1073"
1374,1373,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,א' יוגב,"ד' בר""ג",רומית קדומה,,רומית קדומה,"שנת 56 לסה""נ",ארכיטקטורה,מרגלות תל,,,,דרך רומאית,"כרך 3, עמ' 1067-1073"
1375,1374,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,ע' בן-דור,"ד' בר""ג","ב""ת 2",,"ב""ת 2א'",,ארכיטקטורה,ח'ירבה,פולחני,6.2X10.7,,,"כרך 3, עמ' 1067-1073"
1376,1375,329,נהריה,תל נהריה,159000,268000,מ. החוף הצפוני,מ. החוף הצפוני,מ' דותן,"ד' בר""ג","ב""ת 2",,"ב""ת 2ב'","עד המחצית השניה של המאה ה-16 לפנה""ס",ארכיטקטורה,ח'ירבה,פולחני,,,,"כרך 3, עמ' 1067-1073"
1377,1376,329,נהריה,נהריה מזרח,,,מ. החוף הצפוני,מ. החוף הצפוני,ג' אדלשטיין,"ד' בר""ג",ביזנטית,,ביזנטית,,ארכיטקטורה,ח'ירבה,,,,כנסיה,"כרך 3, עמ' 1067-1073"
1378,1377,329,נהריה,גבעת אוסישקין (ט'הרת אל חמימה),,,מ. החוף הצפוני,מ. החוף הצפוני,מ' אבי יונה,"ד' בר""ג",רומית קדומה,,רומית קדומה,"מאה 1 לסה""נ",קברים,ח'ירבה,,,,"מצויין  שהחופר גילה שרידי ישוב ""רצפות פסיפס, בתי בד וגתות"" אולם נראה שהחפירה התרחשה רק בבית הקברות","כרך 3, עמ' 1067-1073"
1379,1378,329,נהריה,גבעת אוסישקין (ט'הרת אל חמימה),,,מ. החוף הצפוני,מ. החוף הצפוני,מ' אבי יונה,"ד' בר""ג",רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",קברים,ח'ירבה,,,,,"כרך 3, עמ' 1067-1073"
1380,1379,329,נהריה,ח' ע'תאים (גבעת כצנלסון ושרת),,,מ. החוף הצפוני,מ. החוף הצפוני,"ד' בר""ג","ד' בר""ג",רומית קדומה,,רומית קדומה,"מחצית שניה של המאה ה-1 עד מחצית שניה של המאה ה-2 לסה""נ",קברים,ח'ירבה,,,,,"כרך 3, עמ' 1067-1073"
1381,1380,329,נהריה,ח' ע'תאים (גבעת כצנלסון ושרת),,,מ. החוף הצפוני,מ. החוף הצפוני,"ד' בר""ג","ד' בר""ג",רומית מאוחרת,,רומית מאוחרת,"מחצית שניה של המאה ה-2 עד המאה ה-4 לסה""נ",קברים,ח'ירבה,,,,,"כרך 3, עמ' 1067-1073"
1382,1381,329,נהריה,ח' ע'תאים (גבעת כצנלסון ושרת),,,מ. החוף הצפוני,מ. החוף הצפוני,"ד' בר""ג","ד' בר""ג",ביזנטית,,ביזנטית,"מאה 5-7 לסה""נ",קברים,ח'ירבה,,,,,"כרך 3, עמ' 1067-1073"
1383,1382,330,"נחל, מערת ה-",,,,שומרון,כרמל,ד' גרוד,מ' וינשטיין-עברון,פליאוליתית,,פליאוליתית תיכונה,התרבות המוסטרית,צור בלבד,מערה,,,,,"כרך 3, עמ' 1074-1075"
1384,1383,330,"נחל, מערת ה-",,,,שומרון,כרמל,ד' גרוד,מ' וינשטיין-עברון,פליאוליתית,,פליאוליתית עליונה,שלב 1,צור בלבד,מערה,,,,,"כרך 3, עמ' 1074-1075"
1385,1384,330,"נחל, מערת ה-",,,,שומרון,כרמל,ד' גרוד,מ' וינשטיין-עברון,פליאוליתית,,פליאוליתית עליונה,שלב 3-5- המסורת האוריניאקית,צור בלבד,מערה,,,,,"כרך 3, עמ' 1074-1075"
1386,1385,330,"נחל, מערת ה-",,,,שומרון,כרמל,ד' גרוד,מ' וינשטיין-עברון,אפיפליאולית,,אפיפליאולית,"התרבות הנטופית 12950-10300 לפנה""ס",צור בלבד,מערה,,,,,"כרך 3, עמ' 1074-1075"
1387,1386,330,"נחל, מערת ה-",,,,שומרון,כרמל,ד' גרוד,מ' וינשטיין-עברון,נאוליתית,,נאוליתית,,צור בלבד,מערה,,,,"בשכבה זו נזכר ממצא מעורב מתק' מאוחרות כמו פסל הלניסטי, אולם הפירוט אינו רב","כרך 3, עמ' 1074-1075"
1388,1387,331,"נמרוד, מצודת",,217000,295500,עמק החולה,עמק החולה,,ג' סולר,ימי הביניים,,צלבנית,"המאה ה-13 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1076-1077"
1389,1388,331,"נמרוד, מצודת",,217000,295500,עמק החולה,עמק החולה,,ג' סולר,ימי הביניים,,ערבית מאוחרת,ממלוכית,ארכיטקטורה+ מבני ציבור,ח'ירבה,מצודה,,,,"כרך 3, עמ' 1076-1077"
1390,1389,332,נערן,,190500,144500,בקעת הירדן,בקעת הירדן,"ל""ה וינסן",מ' אבי- יונה,ביזנטית,,ביזנטית,"מאה 6 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,,"בי""כ","כרך 3, עמ' 1078-1079"
1391,1390,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,כלקוליתית,,כלקוליתית,התרבות הע'סולית,קרמיקה בלבד,תל+ מרגלות תל,,,,נתגלו גם מערות מגורים וקבורה,"כרך 3, עמ' 1080-1081"
1392,1391,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,"ב""ק 1",,"ב""ק 1",,קרמיקה בלבד,תל+ מרגלות תל,,,,נתגלו גם מערות מגורים וקבורה,"כרך 3, עמ' 1080-1081"
1393,1392,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,"ב""ק 2-3",,"ב""ק 2",,קרמיקה בלבד,תל+ מרגלות תל,,,,"""ממצאים בודדים אפשר לשייך לתק' הב""ק 2""","כרך 3, עמ' 1080-1081"
1394,1393,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,ברזל 1,,ברזל 1,"מאה 11 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-32 ד',,,"כרך 3, עמ' 1080-1081"
1395,1394,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,ברזל 2,,ברזל 2,"מאה 9 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-32 ד',,,"כרך 3, עמ' 1080-1081"
1396,1395,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,פרסית,,פרסית,"מאות 6-4 לפנה""ס",ארכיטקטורה+ מבני ציבור,תל,עירוני,כ-32 ד',,,"כרך 3, עמ' 1080-1081"
1397,1396,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,הלניסטית,,הלניסטית,,קרמיקה בלבד,תל,,,,,"כרך 3, עמ' 1080-1081"
1398,1397,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,רומית,,רומית,,קרמיקה בלבד,תל,,,,,"כרך 3, עמ' 1080-1081"
1399,1398,333,"נצבה, תל א-",,170000,143000,יהודה,הר יהודה,"וו""פ בדה",מ' ברושי,ביזנטית,,ביזנטית,,קרמיקה בלבד,תל,,,,,"כרך 3, עמ' 1080-1081"
1400,1399,334,נצנה,,97000,31800,נגב,הר הנגב,ד' אורמן,ת' נוי,הלניסטית,,הלניסטית,"מאות 2-1 לפנה""ס",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,"""כלי החרס הרבים מהתק' ההלניסטית שנתגלו בחלקה המזרחי של החקרה""- לא שיכו שום מבנה באופן ברור לתק'","כרך 3, עמ' 1084-1088"
1401,1400,334,נצנה,,97000,31800,נגב,הר הנגב,ד' אורמן,ת' נוי,רומית קדומה,,רומית קדומה,"מאה 1 לפנה""ס עד מאה 1 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 3, עמ' 1084-1088"
1402,1401,334,נצנה,,97000,31800,נגב,הר הנגב,ד' אורמן,ת' נוי,רומית מאוחרת,,רומית מאוחרת,"מאות 2-3 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 3, עמ' 1084-1088"
1403,1402,334,נצנה,,97000,31800,נגב,הר הנגב,ד' אורמן,ת' נוי,ביזנטית,,ביזנטית,"מאות 4-7 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,,,,"כרך 3, עמ' 1084-1088"
1404,1403,334,נצנה,,97000,31800,נגב,הר הנגב,ד' אורמן,ת' נוי,ימי הביניים,,ערבית קדומה,"מאות 7-8 לסה""נ",קרמיקה בלבד,ח'ירבה,עירוני,,,נזכרים פפירוסים מנהליים אך לא מבנים,"כרך 3, עמ' 1084-1088"
1405,1404,334,נצנה,נחל נצנה 2,33400,95200,נגב,הר הנגב,,ת' נוי,נאוליתית,,נאוליתית קדם קירמית ב',,צור בלבד,ח'ירבה,,,,,"כרך 3, עמ' 1084-1088"
1406,1405,335,נצרת,,,,גליל תחתון,גליל תחתון,ב' בגטי,ב' בגטי,"ב""ת 2",,"ב""ת 2",,קרמיקה בלבד,ח'ירבה,,,,,"כרך 3, עמ' 1088-1091"
1407,1406,335,נצרת,,,,גליל תחתון,גליל תחתון,ב' בגטי,ב' בגטי,ברזל,,ברזל,,קרמיקה בלבד,ח'ירבה,,,,,"כרך 3, עמ' 1088-1091"
1408,1407,335,נצרת,,,,גליל תחתון,גליל תחתון,ב' בגטי,ב' בגטי,רומית,,רומית,,קברים,ח'ירבה,,,,"כולל שרידים ארכיטקטונים השייכים כנראה לבי""כ קדום","כרך 3, עמ' 1088-1091"
1409,1408,335,נצרת,,,,גליל תחתון,גליל תחתון,ב' בגטי,ב' בגטי,ביזנטית,,ביזנטית,"מאות 4-5 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,,,,"כרך 3, עמ' 1088-1091"
1410,1409,335,נצרת,,,,גליל תחתון,גליל תחתון,ב' בגטי,ב' בגטי,ימי הביניים,,צלבנית,,ארכיטקטורה+ מבני ציבור,ח'ירבה,,,,,"כרך 3, עמ' 1088-1091"
1411,1410,335,נצרת,,,,גליל תחתון,גליל תחתון,ב' בגטי,ב' בגטי,ימי הביניים,,ימי הביניים,,ארכיטקטורה+ מבני ציבור,ח'ירבה,,,,,"כרך 3, עמ' 1088-1091"
1412,1411,336,נתיב הגדוד,,191800,153900,בקעת הירדן,בקעת הירדן,ע' בר יוסף,א' גופר,נאוליתית,,נאוליתית קדם קירמית א',"8320+-300- 7840+-380 לפנה""ס",ארכיטקטורה,תל,כפרי,כ-15 ד',,,"כרך 3, עמ' 1091-1093"
1413,1412,343,"סומקה, חורבת",,153900,230700,שומרון,כרמל,ש' דר,ש' דר,רומית קדומה,,רומית קדומה,"מאות 1-2 לסה""נ",קרמיקה בלבד,ח'ירבה,,,,,"כרך 3, עמ' 1094-1096"
1414,1413,337,"סומקה, חורבת",,153900,230700,שומרון,כרמל,ש' דר,ש' דר,רומית מאוחרת,,רומית מאוחרת,"מאות 3-4 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,30-35 ד',,,"כרך 3, עמ' 1094-1096"
1415,1414,337,"סומקה, חורבת",,153900,230700,שומרון,כרמל,ש' דר,ש' דר,ביזנטית,,ביזנטית,"מאות 4-7 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,,30-35 ד',,,"כרך 3, עמ' 1094-1096"
1416,1415,337,"סומקה, חורבת",,153900,230700,שומרון,כרמל,ש' דר,ש' דר,ימי הביניים,,ימי הביניים,"מאות 11-15 לסה""נ",ארכיטקטורה,ח'ירבה,,,,,"כרך 3, עמ' 1094-1096"
1417,1416,338,"סוסיה, חורבת",,159800,90500,יהודה,הר יהודה,א' נגב,ז' ייבין,רומית קדומה,,רומית קדומה,סמוך למרד החורבן,ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ-60 ד',,מהכתוב לא ברור בדיוק לאיזה תק' שייכים המבנים שכן ניתן תאור שלהם ללא תיארוך ותאור של הממצא הקירמי בנפרד,"כרך 3, עמ' 1096-1101"
1418,1417,338,"סוסיה, חורבת",,159800,90500,יהודה,הר יהודה,א' נגב,ז' ייבין,רומית מאוחרת,,רומית מאוחרת,"מאות 2-4 לסה""נ",ארכיטקטורה+ מבני ציבור,ח'ירבה,עירוני,כ-60 ד',,"מהכתוב לא ברור בדיוק לאיזה תק' שייכים המבנים שכן ניתן תאור שלהם ללא תיארוך ותאור של הממצא הקירמי בנפרד+ נמצא בי""כ","כרך 3, עמ' 1096-1101"
